SYS               DZ     DZ     DZ        TZ     TZ      TZ       QZ      QZ      5Z      5Z      CBS  CBS 
SYS               SCF    MP2    CCSD(T)   SCF    MP2     CCSD(T)  SCF     MP2     SCF     MP2     REF  SCF
48_PyridinePyridineTS	-0.53222	4.72922	3.88497	-0.79968	4.55635	3.65883	-0.84979	4.44097	-0.86406	4.40764	3.47745	-0.86558
49_BenzenePyridineTS	-0.52217	4.63674	3.81204	-0.86886	4.38074	3.49033	-0.92367	4.24328	-0.94021	4.19812	3.26678	-0.94192
50_BenzeneEthyneCHpi	0.54304	3.62730	3.05636	0.29292	3.56436	2.94875	0.24028	3.48185	0.26451	3.50766	2.83600	0.22500
51_EthyneEthyneTS	0.54339	1.56546	1.43923	0.53742	1.64359	1.51119	0.52291	1.65011	0.51801	1.65396	1.52826	0.51784
52_BenzeneAcOHOHpi	1.04612	5.19966	4.67619	0.74888	5.32719	4.78131	0.7069	5.278	0.68416	5.25926	4.69112	0.68318
53_BenzeneAcNH2NHpi	1.21064	4.73842	4.38075	0.92304	4.78828	4.44084	0.88507	4.74595	0.86876	4.72935	4.37480	0.86790
54_BenzeneWaterOHpi	1.11815	3.42157	3.12648	0.80663	3.56173	3.26681	0.77871	3.55799	0.76497	3.55831	3.26308	0.76399
55_BenzeneMeOHOHpi	0.24092	4.68016	4.10501	-0.08415	4.79402	4.18990	-0.11762	4.76937	-0.13704	4.76117	4.13651	-0.13799
56_BenzeneMeNH2NHpi	-0.76218	3.82378	3.20398	-1.04231	3.89110	3.24026	-1.07319	3.85597	-1.08703	3.84241	3.17105	-1.08800
57_BenzenePeptideNHpi	-0.03173	6.42070	5.51499	-0.43745	6.37617	5.41692	-0.49455	6.2599	-0.51501	6.22092	5.21863	-0.51631
58_PyridinePyridineCHN	1.26986	4.35621	4.10681	1.20756	4.41541	4.23446	1.17729	4.38778	1.16668	4.36702	4.19333	1.16568
59_EthyneWaterCHO	2.30459	2.85031	2.82710	2.23177	2.83965	2.86303	2.21421	2.86313	2.2107	2.86657	2.91329	2.20992
60_EthyneAcOHOHpi	2.61081	4.41560	4.26247	2.64119	4.89517	4.78653	2.61961	4.96312	2.61384	5.00041	4.93339	2.61354
61_PentaneAcOH	-1.84239	3.06316	2.92452	-2.03225	3.10589	2.96677	-2.06458	3.07269	-2.0832	3.04314	2.87923	-2.08510
62_PentaneAcNH2	-1.93550	3.61317	3.44924	-2.10948	3.70344	3.55179	-2.13909	3.6853	-2.15173	3.66466	3.49501	-2.15353
63_BenzeneAcOH	-0.78984	4.89886	4.18933	-1.17587	4.72470	3.92111	-1.23122	4.62208	-1.25688	4.57718	3.71629	-1.25907
64_PeptideEthene	-0.40420	3.05327	2.86781	-0.50779	3.15805	2.97468	-0.53791	3.16347	-0.54761	3.16039	2.97749	-0.54869
65_PyridineEthyne	2.58313	4.16206	3.93393	2.57135	4.22024	4.06798	2.54093	4.21584	2.53123	4.20503	4.07068	2.53042
66_MeNH2Pyridine	-0.27531	4.46961	3.87494	-0.43321	4.54916	3.94614	-0.45495	4.54645	-0.46408	4.54725	3.93077	-0.46505
